,t0,p_atm,phi,adiabatic_flame_temperature
7795,700.0,21.041666666666664,1.75,2129.1139292889807
7796,700.0,21.041666666666664,1.8125,2086.7276178883267
7797,700.0,21.041666666666664,1.875,2045.0817907670887
7798,700.0,21.041666666666664,1.9375,2004.1439124820822
7799,700.0,21.041666666666664,2.0,1963.8834957899248
7800,700.0,22.5,0.5,1849.8574603486181
7801,700.0,22.5,0.5625,1969.5379729444091
7802,700.0,22.5,0.625,2084.196940927355
7803,700.0,22.5,0.6875,2193.26827302229
7804,700.0,22.5,0.75,2295.7374190483233
7805,700.0,22.5,0.8125,2389.960881454859
7806,700.0,22.5,0.875,2473.38478112071
7807,700.0,22.5,0.9375,2541.933383847554
7808,700.0,22.5,1.0,2588.582250432928
7809,700.0,22.5,1.0625,2602.8326845829924
7810,700.0,22.5,1.125,2582.4130951861316
7811,700.0,22.5,1.1875,2542.6571494401746
7812,700.0,22.5,1.25,2496.4358069616833
7813,700.0,22.5,1.3125,2448.5857157420155
7814,700.0,22.5,1.375,2400.7111604915544
7815,700.0,22.5,1.4375,2353.3929424589196
7816,700.0,22.5,1.5,2306.8513562718963
7817,700.0,22.5,1.5625,2261.160783738053
7818,700.0,22.5,1.625,2216.3313091612663
7819,700.0,22.5,1.6875,2172.3442801391984
7820,700.0,22.5,1.75,2129.169075255628
7821,700.0,22.5,1.8125,2086.77120072189
7822,700.0,22.5,1.875,2045.1161000784302
7823,700.0,22.5,1.9375,2004.1708009397444
7824,700.0,22.5,2.0,1963.904481198323
7825,700.0,23.958333333333332,0.5,1849.8852150195323
7826,700.0,23.958333333333332,0.5625,1969.5985011082623
7827,700.0,23.958333333333332,0.625,2084.319727964266
7828,700.0,23.958333333333332,0.6875,2193.5028037930224
7829,700.0,23.958333333333332,0.75,2296.160506705465
7830,700.0,23.958333333333332,0.8125,2390.678810941744
7831,700.0,23.958333333333332,0.875,2474.5183563759483
7832,700.0,23.958333333333332,0.9375,2543.560319254213
7833,700.0,23.958333333333332,1.0,2590.5734307220364
7834,700.0,23.958333333333332,1.0625,2604.613467426839
7835,700.0,23.958333333333332,1.125,2583.520712478385
7836,700.0,23.958333333333332,1.1875,2543.3004659701455
7837,700.0,23.958333333333332,1.25,2496.8480640056196
7838,700.0,23.958333333333332,1.3125,2448.874500602648
7839,700.0,23.958333333333332,1.375,2400.925020667143
7840,700.0,23.958333333333332,1.4375,2353.556577623542
7841,700.0,23.958333333333332,1.5,2306.978954788101
7842,700.0,23.958333333333332,1.5625,2261.2613341657707
7843,700.0,23.958333333333332,1.625,2216.410951358454
7844,700.0,23.958333333333332,1.6875,2172.4074552938478
7845,700.0,23.958333333333332,1.75,2129.219137622588
7846,700.0,23.958333333333332,1.8125,2086.810763284333
7847,700.0,23.958333333333332,1.875,2045.147244833049
7848,700.0,23.958333333333332,1.9375,2004.1952134256585
7849,700.0,23.958333333333332,2.0,1963.9235442007946
7850,700.0,25.416666666666664,0.5,1849.9108441909689
7851,700.0,25.416666666666664,0.5625,1969.6543267334305
7852,700.0,25.416666666666664,0.625,2084.43285629824
7853,700.0,25.416666666666664,0.6875,2193.7187648053455
7854,700.0,25.416666666666664,0.75,2296.5502217224325
7855,700.0,25.416666666666664,0.8125,2391.341161979076
7856,700.0,25.416666666666664,0.875,2475.5674069657216
7857,700.0,25.416666666666664,0.9375,2545.072470867511
7858,700.0,25.416666666666664,1.0,2592.4301403972922
7859,700.0,25.416666666666664,1.0625,2606.264619899291
7860,700.0,25.416666666666664,1.125,2584.5354618053425
7861,700.0,25.416666666666664,1.1875,2543.8874208970187
7862,700.0,25.416666666666664,1.25,2497.224271148971
7863,700.0,25.416666666666664,1.3125,2449.138202977927
7864,700.0,25.416666666666664,1.375,2401.120376044887
7865,700.0,25.416666666666664,1.4375,2353.7060700719408
7866,700.0,25.416666666666664,1.5,2307.0955217714672
7867,700.0,25.416666666666664,1.5625,2261.3531830765087
7868,700.0,25.416666666666664,1.625,2216.4836932194585
7869,700.0,25.416666666666664,1.6875,2172.4651506800415
7870,700.0,25.416666666666664,1.75,2129.2648532633593
7871,700.0,25.416666666666664,1.8125,2086.846888891539
7872,700.0,25.416666666666664,1.875,2045.1756847134693
7873,700.0,25.416666666666664,1.9375,2004.2175101950031
7874,700.0,25.416666666666664,2.0,1963.940965351242
7875,700.0,26.875,0.5,1849.9346199851584
7876,700.0,26.875,0.5625,1969.7060568022555
7877,700.0,26.875,0.625,2084.537580312733
7878,700.0,26.875,0.6875,2193.918571501333
7879,700.0,26.875,0.75,2296.910880116756
7880,700.0,26.875,0.8125,2391.955012836294
7881,700.0,26.875,0.875,2476.5424275911955
7882,700.0,26.875,0.9375,2546.4836626949486
7883,700.0,26.875,1.0,2594.1682808467895
7884,700.0,26.875,1.0625,2607.8018124457108
7885,700.0,26.875,1.125,2585.469499426852
7886,700.0,26.875,1.1875,2544.4257122645818
7887,700.0,26.875,1.25,2497.569376346993
7888,700.0,26.875,1.3125,2449.380255517454
7889,700.0,26.875,1.375,2401.2997535504755
7890,700.0,26.875,1.4375,2353.843349749566
7891,700.0,26.875,1.5,2307.2025630268763
7892,700.0,26.875,1.5625,2261.437519110043
7893,700.0,26.875,1.625,2216.5504782082544
7894,700.0,26.875,1.6875,2172.5181160568345
7895,700.0,26.875,1.75,2129.3068176316137
7896,700.0,26.875,1.8125,2086.8800488376896
7897,700.0,26.875,1.875,2045.2017910732459
7898,700.0,26.875,1.9375,2004.2379822458574
7899,700.0,26.875,2.0,1963.9569712455245
7900,700.0,28.333333333333332,0.5,1849.9567671857421
7901,700.0,28.333333333333332,0.5625,1969.7541921213149
7902,700.0,28.333333333333332,0.625,2084.634934152395
7903,700.0,28.333333333333332,0.6875,2194.104215231488
7904,700.0,28.333333333333332,0.75,2297.246044368519
7905,700.0,28.333333333333332,0.8125,2392.5262213229325
7906,700.0,28.333333333333332,0.875,2477.4521367965076
7907,700.0,28.333333333333332,0.9375,2547.8054251770623
7908,700.0,28.333333333333332,1.0,2595.8011426400726
7909,700.0,28.333333333333332,1.0625,2609.2381166710666
7910,700.0,28.333333333333332,1.125,2586.3328659795643
7911,700.0,28.333333333333332,1.1875,2544.921648620447
7912,700.0,28.333333333333332,1.25,2497.887427627155
7913,700.0,28.333333333333332,1.3125,2449.603467210123
7914,700.0,28.333333333333332,1.375,2401.4652216271934
7915,700.0,28.333333333333332,1.4375,2353.969996587588
7916,700.0,28.333333333333332,1.5,2307.301311195821
7917,700.0,28.333333333333332,1.5625,2261.5153151481604
7918,700.0,28.333333333333332,1.625,2216.6120784070117
7919,700.0,28.333333333333332,1.6875,2172.5669650686905
7920,700.0,28.333333333333332,1.75,2129.3455178585286
7921,700.0,28.333333333333332,1.8125,2086.9106286267283
7922,700.0,28.333333333333332,1.875,2045.2258676304734
7923,700.0,28.333333333333332,1.9375,2004.2568675499488
7924,700.0,28.333333333333332,2.0,1963.9717471723923
7925,700.0,29.791666666666664,0.5,1849.9774734282782
7926,700.0,29.791666666666664,0.5625,1969.799150271318
7927,700.0,29.791666666666664,0.625,2084.7257794460133
7928,700.0,29.791666666666664,0.6875,2194.277355091159
7929,700.0,29.791666666666664,0.75,2297.5586857563367
7930,700.0,29.791666666666664,0.8125,2393.059684993853
7931,700.0,29.791666666666664,0.875,2478.3038501982123
7932,700.0,29.791666666666664,0.9375,2549.0474696690903
7933,700.0,29.791666666666664,1.0,2597.339941671432
7934,700.0,29.791666666666664,1.0625,2610.5845431576395
7935,700.0,29.791666666666664,1.125,2587.1339385872707
7936,700.0,29.791666666666664,1.1875,2545.3804541241684
7937,700.0,29.791666666666664,1.25,2498.181772975002
7938,700.0,29.791666666666664,1.3125,2449.810161902497
7939,700.0,29.791666666666664,1.375,2401.6184919848756
7940,700.0,29.791666666666664,1.4375,2354.0873181541347
7941,700.0,29.791666666666664,1.5,2307.392786373147
7942,700.0,29.791666666666664,1.5625,2261.587376216702
7943,700.0,29.791666666666664,1.625,2216.669132590713
7944,700.0,29.791666666666664,1.6875,2172.612205330776
7945,700.0,29.791666666666664,1.75,2129.381356876908
7946,700.0,29.791666666666664,1.8125,2086.9389470655874
7947,700.0,29.791666666666664,1.875,2045.2481655275712
7948,700.0,29.791666666666664,1.9375,2004.2743628654296
7949,700.0,29.791666666666664,2.0,1963.9854463178883
7950,700.0,31.25,0.5,1849.9968968162561
7951,700.0,31.25,0.5625,1969.841282740548
7952,700.0,31.25,0.625,2084.8108409133274
7953,700.0,31.25,0.6875,2194.439386462753
7954,700.0,31.25,0.75,2297.851305709052
7955,700.0,31.25,0.8125,2393.559536239036
7956,700.0,31.25,0.875,2479.1037614446477
7957,700.0,31.25,0.9375,2550.218047762292
7958,700.0,31.25,1.0,2598.794227974175
7959,700.0,31.25,1.0625,2611.8504480130546
7960,700.0,31.25,1.125,2587.879769030485
7961,700.0,31.25,1.1875,2545.8064971332105
7962,700.0,31.25,1.25,2498.455208583682
7963,700.0,31.25,1.3125,2450.002280764533
7964,700.0,31.25,1.375,2401.760995029081
7965,700.0,31.25,1.4375,2354.196407229009
7966,700.0,31.25,1.5,2307.4778410477725
7967,700.0,31.25,1.5625,2261.6543749953735
7968,700.0,31.25,1.625,2216.7221744453877
7969,700.0,31.25,1.6875,2172.654260887081
7970,700.0,31.25,1.75,2129.414671154081
7971,700.0,31.25,1.8125,2086.965270407013
7972,700.0,31.25,1.875,2045.2688944849476
7973,700.0,31.25,1.9375,2004.2906324833293
7974,700.0,31.25,2.0,1963.9981965808022
7975,700.0,32.70833333333333,0.5,1850.015171700562
7976,700.0,32.70833333333333,0.5625,1969.880887913334
7977,700.0,32.70833333333333,0.625,2084.890733341621
7978,700.0,32.70833333333333,0.6875,2194.59149295862
7979,700.0,32.70833333333333,0.75,2298.1260279039866
7980,700.0,32.70833333333333,0.8125,2394.0292907658827
7981,700.0,32.70833333333333,0.875,2479.857156895184
7982,700.0,32.70833333333333,0.9375,2551.3242272705425
7983,700.0,32.70833333333333,1.0,2600.172194761239
7984,700.0,32.70833333333333,1.0625,2613.043843725239
7985,700.0,32.70833333333333,1.125,2588.5763422794535
7986,700.0,32.70833333333333,1.1875,2546.2034618725443
7987,700.0,32.70833333333333,1.25,2498.7100902743005
7988,700.0,32.70833333333333,1.3125,2450.1814604689703
7989,700.0,32.70833333333333,1.375,2401.893936665745
7990,700.0,32.70833333333333,1.4375,2354.298185163207
7991,700.0,32.70833333333333,1.5,2307.557193945054
7992,700.0,32.70833333333333,1.5625,2261.7168785540266
7993,700.0,32.70833333333333,1.625,2216.771653810772
7994,700.0,32.70833333333333,1.6875,2172.6934891138785
7995,700.0,32.70833333333333,1.75,2129.445744303709
7996,700.0,32.70833333333333,1.8125,2086.989822991041
7997,700.0,32.70833333333333,1.875,2045.2882311921574
7998,700.0,32.70833333333333,1.9375,2004.3058147905654
7999,700.0,32.70833333333333,2.0,1964.0101056990327
8000,700.0,34.166666666666664,0.5,1850.0324131257917
8001,700.0,34.166666666666664,0.5625,1969.9182210524962
8002,700.0,34.166666666666664,0.625,2084.9659823074066
8003,700.0,34.166666666666664,0.6875,2194.7346863287075
8004,700.0,34.166666666666664,0.75,2298.384669120438
8005,700.0,34.166666666666664,0.8125,2394.4719621093454
8006,700.0,34.166666666666664,0.875,2480.568581315526
8007,700.0,34.166666666666664,0.9375,2552.372104888819
8008,700.0,34.166666666666664,1.0,2601.4809233425094
8009,700.0,34.166666666666664,1.0625,2614.1716422417408
8010,700.0,34.166666666666664,1.125,2589.2287758102584
8011,700.0,34.166666666666664,1.1875,2546.574479997556
8012,700.0,34.166666666666664,1.25,2498.948418961967
8013,700.0,34.166666666666664,1.3125,2450.3490908802546
8014,700.0,34.166666666666664,1.375,2402.0183416827094
8015,700.0,34.166666666666664,1.4375,2354.3934349944957
8016,700.0,34.166666666666664,1.5,2307.6314558720255
8017,700.0,34.166666666666664,1.5625,2261.77536876816
8018,700.0,34.166666666666664,1.625,2216.817952898335
8019,700.0,34.166666666666664,1.6875,2172.7301936227163
8020,700.0,34.166666666666664,1.75,2129.4748172182435
8021,700.0,34.166666666666664,1.8125,2087.012795365588
8022,700.0,34.166666666666664,1.875,2045.3063257105598
8023,700.0,34.166666666666664,1.9375,2004.3200273644195
8024,700.0,34.166666666666664,2.0,1964.0212651602592
8025,700.0,35.625,0.5,1850.0487202936836
8026,700.0,35.625,0.5625,1969.9535020679361
8027,700.0,35.625,0.625,2085.037040293036
8028,700.0,35.625,0.6875,2194.8698375051117
8029,700.0,35.625,0.75,2298.6287944255196
8030,700.0,35.625,0.8125,2394.8901508505123
8031,700.0,35.625,0.875,2481.2419685806644
8032,700.0,35.625,0.9375,2553.36697422514
8033,700.0,35.625,1.0,2602.7265735174296
8034,700.0,35.625,1.0625,2615.239844440471
8035,700.0,35.625,1.125,2589.841474666357
8036,700.0,35.625,1.1875,2546.922232536841
8037,700.0,35.625,1.25,2499.171906375094
8038,700.0,35.625,1.3125,2450.506361613988
8039,700.0,35.625,1.375,2402.1350873033334
8040,700.0,35.625,1.4375,2354.4828270625367
8041,700.0,35.625,1.5,2307.7011497075787
8042,700.0,35.625,1.5625,2261.830258107457
8043,700.0,35.625,1.625,2216.8613988317147
8044,700.0,35.625,1.6875,2172.7646342360317
8045,700.0,35.625,1.75,2129.5020960246043
8046,700.0,35.625,1.8125,2087.0343505629207
8047,700.0,35.625,1.875,2045.3233064210835
8048,700.0,35.625,1.9375,2004.3333707244847
8049,700.0,35.625,2.0,1964.0317532237016
8050,700.0,37.08333333333333,0.5,1850.0641792915012
8051,700.0,37.08333333333333,0.5625,1969.9869216310278
8052,700.0,37.08333333333333,0.625,2085.1042993653973
8053,700.0,37.08333333333333,0.6875,2194.997701026313
8054,700.0,37.08333333333333,0.75,2298.859760641149
8055,700.0,37.08333333333333,0.8125,2395.2861160357147
8056,700.0,37.08333333333333,0.875,2481.88074427729
8057,700.0,37.08333333333333,0.9375,2554.313459356665
8058,700.0,37.08333333333333,1.0,2603.914534099884
8059,700.0,37.08333333333333,1.0625,2616.253691443279
8060,700.0,37.08333333333333,1.125,2590.418254185481
8061,700.0,37.08333333333333,1.1875,2547.2490298033144
8062,700.0,37.08333333333333,1.25,2499.3820266488133
8063,700.0,37.08333333333333,1.3125,2450.6542975114544
8064,700.0,37.08333333333333,1.375,2402.2449294402504
8065,700.0,37.08333333333333,1.4375,2354.5669390524827
8066,700.0,37.08333333333333,1.5,2307.766726043812
8067,700.0,37.08333333333333,1.5625,2261.881901988063
8068,700.0,37.08333333333333,1.625,2216.9022734564533
8069,700.0,37.08333333333333,1.6875,2172.7970347894025
8070,700.0,37.08333333333333,1.75,2129.5277582820368
8071,700.0,37.08333333333333,1.8125,2087.0546290074376
8072,700.0,37.08333333333333,1.875,2045.3392838932677
8073,700.0,37.08333333333333,1.9375,2004.345931463501
8074,700.0,37.08333333333333,2.0,1964.041637282216
8075,700.0,38.541666666666664,0.5,1850.0788652637611
8076,700.0,38.541666666666664,0.5625,1970.0186460371135
8077,700.0,38.541666666666664,0.625,2085.1681012518816
8078,700.0,38.541666666666664,0.6875,2195.1189344523923
8079,700.0,38.541666666666664,0.75,2299.0787509331813
8080,700.0,38.541666666666664,0.8125,2395.6618301344547
8081,700.0,38.541666666666664,0.875,2482.4879082165694
8082,700.0,38.541666666666664,0.9375,2555.21562167336
8083,700.0,38.541666666666664,1.0,2605.049547275132
8084,700.0,38.541666666666664,1.0625,2617.21778586961
8085,700.0,38.541666666666664,1.125,2590.9624377503806
8086,700.0,38.541666666666664,1.1875,2547.556874557599
8087,700.0,38.541666666666664,1.25,2499.5800570706333
8088,700.0,38.541666666666664,1.3125,2450.7937868686627
8089,700.0,38.541666666666664,1.375,2402.348523455309
8090,700.0,38.541666666666664,1.4375,2354.6462718453135
8091,700.0,38.541666666666664,1.5,2307.8285755544
8092,700.0,38.541666666666664,1.5625,2261.9306085390676
8093,700.0,38.541666666666664,1.625,2216.9408210950924
8094,700.0,38.541666666666664,1.6875,2172.827589297694
8095,700.0,38.541666666666664,1.75,2129.5519578805383
8096,700.0,38.541666666666664,1.8125,2087.0737523940593
8097,700.0,38.541666666666664,1.875,2045.3543539418906
8098,700.0,38.541666666666664,1.9375,2004.3577846138026
8099,700.0,38.541666666666664,2.0,1964.050975728483
8100,700.0,40.0,0.5,1850.0928441571045
8101,700.0,40.0,0.5625,1970.0488211092922
8102,700.0,40.0,0.625,2085.2287454268303
8103,700.0,40.0,0.6875,2195.23411394527
8104,700.0,40.0,0.75,2299.28680259568
8105,700.0,40.0,0.8125,2396.019025299748
8106,700.0,40.0,0.875,2483.066100750532
8107,700.0,40.0,0.9375,2556.0770464392485
8108,700.0,40.0,1.0,2606.1358049434175
8109,700.0,40.0,1.0625,2618.136190020336
8110,700.0,40.0,1.125,2591.476935418613
8111,700.0,40.0,1.1875,2547.8475127191336
8112,700.0,40.0,1.25,2499.767110410936
8113,700.0,40.0,1.3125,2450.9256039711713
8114,700.0,40.0,1.375,2402.446440734823
8115,700.0,40.0,1.4375,2354.721262174022
8116,700.0,40.0,1.5,2307.887038870112
8117,700.0,40.0,1.5625,2261.976646399718
8118,700.0,40.0,1.625,2216.977254737816
8119,700.0,40.0,1.6875,2172.8564668821386
8120,700.0,40.0,1.75,2129.5748289501566
8121,700.0,40.0,1.8125,2087.091826783165
8122,700.0,40.0,1.875,2045.3686000661494
8123,700.0,40.0,1.9375,2004.3689955592292
8124,700.0,40.0,2.0,1964.0598194438392
8125,725.0,5.0,0.5,1870.1030112843496
8126,725.0,5.0,0.5625,1988.2364017676425
8127,725.0,5.0,0.625,2100.200589005657
8128,725.0,5.0,0.6875,2204.7367297240567
8129,725.0,5.0,0.75,2300.0774014054405
8130,725.0,5.0,0.8125,2384.1377199670123
8131,725.0,5.0,0.875,2454.823034074739
8132,725.0,5.0,0.9375,2510.148771688099
8133,725.0,5.0,1.0,2547.9189743310767
8134,725.0,5.0,1.0625,2565.3574884340646
8135,725.0,5.0,1.125,2560.4524598908833
8136,725.0,5.0,1.1875,2535.899602411603
8137,725.0,5.0,1.25,2499.118451649324
8138,725.0,5.0,1.3125,2456.6749802969975
8139,725.0,5.0,1.375,2412.098820784368
8140,725.0,5.0,1.4375,2366.9774881096855
8141,725.0,5.0,1.5,2322.009824150291
8142,725.0,5.0,1.5625,2277.5077423173243
8143,725.0,5.0,1.625,2233.6086038604662
8144,725.0,5.0,1.6875,2190.3675723023484
8145,725.0,5.0,1.75,2147.8001367219504
8146,725.0,5.0,1.8125,2105.9026357273196
8147,725.0,5.0,1.875,2064.662421523311
8148,725.0,5.0,1.9375,2024.0629098071902
8149,725.0,5.0,2.0,1984.0860359779595
8150,725.0,6.458333333333333,0.5,1870.305673751773
8151,725.0,6.458333333333333,0.5625,1988.6851217758306
8152,725.0,6.458333333333333,0.625,2101.117699595102
8153,725.0,6.458333333333333,0.6875,2206.4693532052884
8154,725.0,6.458333333333333,0.75,2303.0842169095145
8155,725.0,6.458333333333333,0.8125,2388.890630412648
8156,725.0,6.458333333333333,0.875,2461.6220914482383
8157,725.0,6.458333333333333,0.9375,2518.903268675531
8158,725.0,6.458333333333333,1.0,2557.929520799184
8159,725.0,6.458333333333333,1.0625,2575.170677969271
8160,725.0,6.458333333333333,1.125,2568.368745085125
8161,725.0,6.458333333333333,1.1875,2541.3728071092014
8162,725.0,6.458333333333333,1.25,2502.7860879432487
8163,725.0,6.458333333333333,1.3125,2459.2429367055197
8164,725.0,6.458333333333333,1.375,2413.9919434639987
8165,725.0,6.458333333333333,1.4375,2368.426011515255
8166,725.0,6.458333333333333,1.5,2323.1439081221474
8167,725.0,6.458333333333333,1.5625,2278.4071800357337
8168,725.0,6.458333333333333,1.625,2234.3264552623386
8169,725.0,6.458333333333333,1.6875,2190.941627438072
8170,725.0,6.458333333333333,1.75,2148.258773800203
8171,725.0,6.458333333333333,1.8125,2106.2679916651505
8172,725.0,6.458333333333333,1.875,2064.9522116222274
8173,725.0,6.458333333333333,1.9375,2024.2915368507229
8174,725.0,6.458333333333333,2.0,1984.2653109703494
8175,725.0,7.916666666666666,0.5,1870.455328938775
8176,725.0,7.916666666666666,0.5625,1989.0150801379414
8177,725.0,7.916666666666666,0.625,2101.790671876255
8178,725.0,7.916666666666666,0.6875,2207.742857484713
8179,725.0,7.916666666666666,0.75,2305.308737599167
8180,725.0,7.916666666666666,0.8125,2392.446810985662
8181,725.0,7.916666666666666,0.875,2466.7821419008296
8182,725.0,7.916666666666666,0.9375,2525.639636242224
8183,725.0,7.916666666666666,1.0,2565.6917212007684
8184,725.0,7.916666666666666,1.0625,2582.7177684887215
8185,725.0,7.916666666666666,1.125,2574.2824634618123
8186,725.0,7.916666666666666,1.1875,2545.343179779278
8187,725.0,7.916666666666666,1.25,2505.413532546861
8188,725.0,7.916666666666666,1.3125,2461.0782733393235
8189,725.0,7.916666666666666,1.375,2415.3451638449096
8190,725.0,7.916666666666666,1.4375,2369.4614754934455
8191,725.0,7.916666666666666,1.5,2323.9542656865037
8192,725.0,7.916666666666666,1.5625,2279.0494139255757
8193,725.0,7.916666666666666,1.625,2234.8385979511286
8194,725.0,7.916666666666666,1.6875,2191.3508292268816
8195,725.0,7.916666666666666,1.75,2148.58543727042
8196,725.0,7.916666666666666,1.8125,2106.5280246078946
8197,725.0,7.916666666666666,1.875,2065.1583297510347
8198,725.0,7.916666666666666,1.9375,2024.4540635722792
8199,725.0,7.916666666666666,2.0,1984.3927003315264
8200,725.0,9.375,0.5,1870.5723776676175
8201,725.0,9.375,0.5625,1989.2722458774251
8202,725.0,9.375,0.625,2102.3141422090434
8203,725.0,9.375,0.6875,2208.7342795470204
8204,725.0,9.375,0.75,2307.0485965351445
8205,725.0,9.375,0.8125,2395.2522598666037
8206,725.0,9.375,0.875,2470.8996503123685
8207,725.0,9.375,0.9375,2531.077537388269
8208,725.0,9.375,1.0,2571.999486008908
8209,725.0,9.375,1.0625,2588.804222359353
8210,725.0,9.375,1.125,2578.930515680265
8211,725.0,9.375,1.1875,2548.3917930906573
8212,725.0,9.375,1.25,2507.4139435124866
8213,725.0,9.375,1.3125,2462.4741808875547
8214,725.0,9.375,1.375,2416.374809275491
8215,725.0,9.375,1.4375,2370.249454989382
8216,725.0,9.375,1.5,2324.57077513582
8217,725.0,9.375,1.5625,2279.537764707499
8218,725.0,9.375,1.625,2235.22778728745
8219,725.0,9.375,1.6875,2191.6615949608163
8220,725.0,9.375,1.75,2148.833371563663
8221,725.0,9.375,1.8125,2106.725280742751
8222,725.0,9.375,1.875,2065.31461440973
8223,725.0,9.375,1.9375,2024.577249047643
8224,725.0,9.375,2.0,1984.4892278782395
8225,725.0,10.833333333333332,0.5,1870.6675720627254
8226,725.0,10.833333333333332,0.5625,1989.4807717665558
8227,725.0,10.833333333333332,0.625,2102.737823637059
8228,725.0,10.833333333333332,0.6875,2209.537005854132
8229,725.0,10.833333333333332,0.75,2308.462217537152
8230,725.0,10.833333333333332,0.8125,2397.54736395246
8231,725.0,10.833333333333332,0.875,2474.3002720410896
8232,725.0,10.833333333333332,0.9375,2535.613747688767
8233,725.0,10.833333333333332,1.0,2577.292454637019
8234,725.0,10.833333333333332,1.0625,2593.8750380290603
8235,725.0,10.833333333333332,1.125,2582.714342751916
8236,725.0,10.833333333333332,1.1875,2550.8266738066245
8237,725.0,10.833333333333332,1.25,2509.0021298568804
8238,725.0,10.833333333333332,1.3125,2463.5820722739077
8239,725.0,10.833333333333332,1.375,2417.1924257560013
8240,725.0,10.833333333333332,1.4375,2370.8752788121906
8241,725.0,10.833333333333332,1.5,2325.0603219188506
8242,725.0,10.833333333333332,1.5625,2279.9253918623053
8243,725.0,10.833333333333332,1.625,2235.536556933628
8244,725.0,10.833333333333332,1.6875,2191.908024936241
8245,725.0,10.833333333333332,1.75,2149.0298868526806
8246,725.0,10.833333333333332,1.8125,2106.881563141539
8247,725.0,10.833333333333332,1.875,2065.4383918712806
8248,725.0,10.833333333333332,1.9375,2024.6747850159763
8249,725.0,10.833333333333332,2.0,1984.5656441872618
8250,725.0,12.291666666666666,0.5,1870.7472169792695
8251,725.0,12.291666666666666,0.5625,1989.6547824262902
8252,725.0,12.291666666666666,0.625,2103.090773939015
8253,725.0,12.291666666666666,0.6875,2210.20578197235
8254,725.0,12.291666666666666,0.75,2309.6431183704226
8255,725.0,12.291666666666666,0.8125,2399.4754640620545
8256,725.0,12.291666666666666,0.875,2477.1803064951273
8257,725.0,12.291666666666666,0.9375,2539.4894753006643
8258,725.0,12.291666666666666,1.0,2581.83892816832
8259,725.0,12.291666666666666,1.0625,2598.201187077523
8260,725.0,12.291666666666666,1.125,2585.8751866815132
8261,725.0,12.291666666666666,1.1875,2552.8285823699316
8262,725.0,12.291666666666666,1.25,2510.302290996908
8263,725.0,12.291666666666666,1.3125,2464.489102989785
8264,725.0,12.291666666666666,1.375,2417.862169602326
8265,725.0,12.291666666666666,1.4375,2371.3880101579252
8266,725.0,12.291666666666666,1.5,2325.4613466920932
8267,725.0,12.291666666666666,1.5625,2280.2428254317133
8268,725.0,12.291666666666666,1.625,2235.7893149994634
8269,725.0,12.291666666666666,1.6875,2192.1096719839156
8270,725.0,12.291666666666666,1.75,2149.190630114512
8271,725.0,12.291666666666666,1.8125,2107.0093548069776
8272,725.0,12.291666666666666,1.875,2065.5395763382103
8273,725.0,12.291666666666666,1.9375,2024.7545017909088
8274,725.0,12.291666666666666,2.0,1984.6280947563353
8275,725.0,13.75,0.5,1870.8152997415145
8276,725.0,13.75,0.5625,1989.8031892483068
8277,725.0,13.75,0.625,2103.391314125215
8278,725.0,13.75,0.6875,2210.7751995754575
8279,725.0,13.75,0.75,2310.650717830606
8280,725.0,13.75,0.8125,2401.1284034895048
8281,725.0,13.75,0.875,2479.6667100937716
8282,725.0,13.75,0.9375,2542.8619052133367
8283,725.0,13.75,1.0,2585.8143554087924
8284,725.0,13.75,1.0625,2601.959488839977
8285,725.0,13.75,1.125,2588.568504167866
8286,725.0,13.75,1.1875,2554.5115858103345
8287,725.0,13.75,1.25,2511.3918902240302
8288,725.0,13.75,1.3125,2465.249465045286
8289,725.0,13.75,1.375,2418.423915881772
8290,725.0,13.75,1.4375,2371.818139726083
8291,725.0,13.75,1.5,2325.797729043636
8292,725.0,13.75,1.5625,2280.509021463081
8293,725.0,13.75,1.625,2236.001206841474
8294,725.0,13.75,1.6875,2192.278660965042
8295,725.0,13.75,1.75,2149.3252984526594
8296,725.0,13.75,1.8125,2107.1163877437525
8297,725.0,13.75,1.875,2065.624305568066
8298,725.0,13.75,1.9375,2024.8212449597413
8299,725.0,13.75,2.0,1984.6803811678178
8300,725.0,15.208333333333332,0.5,1870.8744886954894
8301,725.0,15.208333333333332,0.5625,1989.93194301603
8302,725.0,15.208333333333332,0.625,2103.6516696272706
8303,725.0,15.208333333333332,0.6875,2211.268378958423
8304,725.0,15.208333333333332,0.75,2311.5249112931892
8305,725.0,15.208333333333332,0.8125,2402.568291777191
8306,725.0,15.208333333333332,0.875,2481.8460461821496
8307,725.0,15.208333333333332,0.9375,2545.8389449678957
8308,725.0,15.208333333333332,1.0,2589.3395662084395
8309,725.0,15.208333333333332,1.0625,2605.2714671312933
8310,725.0,15.208333333333332,1.125,2590.8998635757976
8311,725.0,15.208333333333332,1.1875,2555.9517128291536
8312,725.0,15.208333333333332,1.25,2512.3220741934997
8313,725.0,15.208333333333332,1.3125,2465.898862505598
8314,725.0,15.208333333333332,1.375,2418.903932509957
8315,725.0,15.208333333333332,1.4375,2372.185752341079
8316,725.0,15.208333333333332,1.5,2326.08519529894
8317,725.0,15.208333333333332,1.5625,2280.7364576490713
8318,725.0,15.208333333333332,1.625,2236.182196403112
8319,725.0,15.208333333333332,1.6875,2192.4229646346566
8320,725.0,15.208333333333332,1.75,2149.44026505448
